Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2014,2.034,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2013,2.012,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2012,1.984,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2011,1.95,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2010,1.911,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2009,1.866,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2008,1.816,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2007,1.763,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2006,1.711,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2005,1.664,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2004,1.625,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2003,1.599,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2002,1.586,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2001,1.589,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2000,1.608,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1999,1.643,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1998,1.692,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1997,1.749,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1996,1.812,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1995,1.879,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1994,1.946,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1993,2.013,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1992,2.076,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1991,2.132,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1990,2.18,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1989,2.217,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1988,2.243,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1987,2.26,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1986,2.269,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1985,2.273,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1984,2.275,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1983,2.277,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1982,2.284,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1981,2.296,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1980,2.314,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1979,2.341,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1978,2.373,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1977,2.409,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1976,2.448,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1975,2.489,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1974,2.533,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1973,2.577,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1972,2.622,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1971,2.665,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1970,2.707,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1969,2.747,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1968,2.785,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1967,2.821,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1966,2.854,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1965,2.882,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1964,2.906,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1963,2.924,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1962,2.937,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1961,2.943,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1960,2.942,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2019,1.54,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2018,1.57,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2017,1.57,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2016,1.6,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2015,1.5,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2014,1.47,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2013,1.42,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2012,1.41,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2011,1.39,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2010,1.39,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2009,1.36,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2008,1.38,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2007,1.37,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2006,1.33,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2005,1.34,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2004,1.36,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2003,1.34,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2002,1.34,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2001,1.35,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,2000,1.38,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1999,1.36,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1998,1.36,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1997,1.35,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1996,1.3,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1995,1.25,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1994,1.24,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1993,1.28,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1992,1.29,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1991,1.33,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1990,1.45,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1989,1.42,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1988,1.46,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1987,1.43,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1986,1.43,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1985,1.37,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1984,1.29,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1983,1.33,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1982,1.41,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1981,1.43,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1980,1.44,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1979,1.38,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1978,1.38,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1977,1.4,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1976,1.45,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1975,1.45,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1974,1.51,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1973,1.54,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1972,1.71,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1971,1.92,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1970,2.03,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1969,2.21,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1968,2.38,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1967,2.48,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1966,2.53,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1965,2.5,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1964,2.54,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1963,2.51,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1962,2.44,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1961,2.45,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1960,2.37,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2019,3.816,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2018,3.87,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2017,3.926,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2016,3.984,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2015,4.041,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2014,4.095,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2013,4.146,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2012,4.192,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2011,4.234,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2010,4.273,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2009,4.311,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2008,4.35,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2007,4.392,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2006,4.438,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2005,4.49,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2004,4.548,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2003,4.612,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2002,4.681,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2001,4.753,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,2000,4.826,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1999,4.899,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1998,4.969,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1997,5.036,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1996,5.102,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1995,5.168,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1994,5.239,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1993,5.317,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1992,5.403,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1991,5.499,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1990,5.602,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1989,5.71,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1988,5.82,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1987,5.928,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1986,6.032,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1985,6.131,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1984,6.223,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1983,6.31,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1982,6.392,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1981,6.468,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1980,6.539,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1979,6.605,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1978,6.665,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1977,6.721,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1976,6.771,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1975,6.815,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1974,6.855,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1973,6.888,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1972,6.915,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1971,6.936,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1970,6.95,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1969,6.957,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1968,6.957,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1967,6.95,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1966,6.937,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1965,6.918,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1964,6.893,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1963,6.862,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1962,6.827,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1961,6.789,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,1960,6.749,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2019,1.35,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2018,1.35,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2017,1.35,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2016,1.38,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2015,1.33,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2014,1.3,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2013,1.29,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2012,1.34,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2011,1.4,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2010,1.48,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2009,1.5,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2008,1.5,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2007,1.41,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2006,1.4,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2005,1.34,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2004,1.31,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2003,1.29,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2002,1.28,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2001,1.25,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,2000,1.25,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1999,1.23,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1998,1.24,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1997,1.27,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1996,1.26,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1995,1.28,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1994,1.33,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1993,1.32,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1992,1.36,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1991,1.37,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1990,1.39,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1989,1.4,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1988,1.5,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1987,1.5,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1986,1.6,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1985,1.67,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1984,1.83,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1983,1.94,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1982,2.03,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1981,2.09,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1980,2.23,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1979,2.26,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1978,2.28,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1977,2.27,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1976,2.35,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1975,2.33,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1974,2.38,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1973,2.27,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1972,2.32,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1971,2.32,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1970,2.4,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1969,2.36,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1968,2.42,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1967,2.45,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1966,2.32,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1965,2.25,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1964,2.24,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1963,2.14,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1962,2.16,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1961,2.13,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1960,2.23,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2019,2.08,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2018,2,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2017,2.09,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2016,2,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2015,2.01,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2014,2.037,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2013,2.077,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2012,2.019,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2011,2.117,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2010,2.195,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2009,2.359,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2008,2.247,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2007,2.299,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2006,2.256,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2005,2.377,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2004,2.415,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2003,2.372,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2002,2.566,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2001,2.51,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2000,2.329,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1999,2.415,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1998,2.457,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1997,2.69,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1996,2.493,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1995,2.512,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1994,2.527,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1993,2.578,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1992,2.607,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1991,2.421,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1990,2.444,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1989,2.299,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1988,2.317,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1987,2.083,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1986,2.044,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1985,2.241,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1984,2.107,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1983,2.054,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1982,2.236,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1981,2.332,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1980,2.435,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1979,2.187,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1978,2.197,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1977,2.349,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1976,2.255,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1975,2.345,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Grenada,GRD,2019,2.042,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Grenada,GRD,2018,2.063,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Grenada,GRD,2017,2.083,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Grenada,GRD,2016,2.104,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Grenada,GRD,2015,2.126,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Grenada,GRD,2014,2.148,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Grenada,GRD,2013,2.171,female
